trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.3909989169314102, 'e': 0.06234947668967343}",20,10,16.518666174726302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.3909989169314102, 'e': 0.06203850737735829}",20,14,12.359798410700527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.3909989169314102, 'e': 0.06172908903095879}",20,14,12.636953142788496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.3909989169314102, 'e': 0.06142121391500013}",25,11,15.456976523082687,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.3909989169314102, 'e': 0.06111487433258836}",30,20,20.869148713503407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.3909989169314102, 'e': 0.06081006262521795}",25,0,19.838241162168433,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.3909989169314102, 'e': 0.06050677117258039}",20,10,20.205550043797402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.3909989169314102, 'e': 0.06020499239237354}",25,9,16.6266936754783,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.3909989169314102, 'e': 0.05990471874011218}",25,0,36.88773903665177,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.3909989169314102, 'e': 0.05960594270893937}",25,18,9.537564298434598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.3909989169314102, 'e': 0.05930865682943872}",20,6,14.202260730224792,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.3909989169314102, 'e': 0.05901285366944784}",20,9,19.013948864667693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.3909989169314102, 'e': 0.058718525833872284}",25,9,18.018906122757876,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.3909989169314102, 'e': 0.05842566596450083}",20,16,6.837149482143616,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
